Category,Score,Item,Calories,Protein,Dietary Fiber,Sugars,Water,Sodium,Saturated Fat
Fruits and Fruit Juices,,"Oranges, raw, California, valencias",49,1.04,2.5,,86.34,0,0.035
Fruits and Fruit Juices,,"Oranges, raw, with peel",63,1.3,4.5,,82.3,2,0.035
Fruits and Fruit Juices,,"Orange peel, raw",97,1.5,10.6,,72.5,3,0.024
Fruits and Fruit Juices,,"Tangerine juice, frozen concentrate, sweetened, undiluted",161,1.5,0.6,,58.2,3,0.026
Fruits and Fruit Juices,,"Tangerine juice, frozen concentrate, sweetened, diluted with 3 volume water",46,0.43,,,88.1,1,0.007
Fruits and Fruit Juices,,"Peaches, canned, extra light syrup, solids and liquids",42,0.4,1,,88.2,5,0.011
Fruits and Fruit Juices,,"Peaches, canned, extra heavy syrup pack, solids and liquids",96,0.47,1,,73.19,8,0.003
Fruits and Fruit Juices,,"Peaches, dehydrated (low-moisture), sulfured, uncooked",325,4.89,,,7.5,10,0.111
Fruits and Fruit Juices,,"Peaches, dehydrated (low-moisture), sulfured, stewed",133,2.01,,,62.04,4,0.045
Fruits and Fruit Juices,,"Peaches, dried, sulfured, stewed, with added sugar",103,1.06,2.4,,71.38,2,0.024
Fruits and Fruit Juices,,"Pears, canned, extra light syrup pack, solids and liquids",47,0.3,1.6,,87.3,2,0.006
Fruits and Fruit Juices,,"Pears, canned, extra heavy syrup pack, solids and liquids",97,0.19,1.6,,74.28,5,0.007
Fruits and Fruit Juices,,"Pears, dried, sulfured, stewed, with added sugar",140,0.86,5.8,,61.2,3,0.016
Fruits and Fruit Juices,,"Persimmons, japanese, dried",274,1.38,14.5,,23.01,2,
Fruits and Fruit Juices,,"Persimmons, native, raw",127,0.8,,,64.4,1,
Fruits and Fruit Juices,,"Pineapple, canned, extra heavy syrup pack, solids and liquids",83,0.34,0.8,,77.71,1,0.009
Fruits and Fruit Juices,,"Pitanga, (surinam-cherry), raw",33,0.8,,,90.81,3,
Fruits and Fruit Juices,,"Plums, canned, purple, extra heavy syrup pack, solids and liquids",101,0.36,1,,73,19,0.008
Fruits and Fruit Juices,,"Prickly pears, raw",41,0.73,3.6,,87.55,5,0.067
Fruits and Fruit Juices,,"Prunes, canned, heavy syrup pack, solids and liquids",105,0.87,3.8,,70.67,3,0.016
Fruits and Fruit Juices,,"Prunes, dehydrated (low-moisture), uncooked",339,3.7,,,4,5,0.059
Fruits and Fruit Juices,,"Prunes, dehydrated (low-moisture), stewed",113,1.23,,,67.99,2,0.02
Fruits and Fruit Juices,,"Plums, dried (prunes), stewed, with added sugar",124,1.09,3.8,,65.08,2,0.017
Fruits and Fruit Juices,,"Pummelo, raw",38,0.76,1,,89.1,1,
Fruits and Fruit Juices,,"Quinces, raw",57,0.4,1.9,,83.8,4,0.01
Fruits and Fruit Juices,,"Raisins, seeded",296,2.52,6.8,,16.57,28,0.178
Fruits and Fruit Juices,,"Rambutan, canned, syrup pack",82,0.65,0.9,,78.04,11,
Fruits and Fruit Juices,,"Roselle, raw",49,0.96,,,86.58,6,
Fruits and Fruit Juices,,"Rose-apples, raw",25,0.6,,,93,0,
Fruits and Fruit Juices,,"Sapodilla, raw",83,0.44,5.3,,78,12,0.194
Fruits and Fruit Juices,,"Sugar-apples, (sweetsop), raw",94,2.06,4.4,,73.23,9,0.048
Fruits and Fruit Juices,,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",86,0.41,1.3,,76.78,2,0.019
Fruits and Fruit Juices,,"Applesauce, canned, sweetened, with salt",76,0.18,1.2,,79.58,28,0.03
Fruits and Fruit Juices,,"Apricot nectar, canned, with added ascorbic acid",56,0.37,0.6,,84.87,3,0.006
Fruits and Fruit Juices,,"Grapefruit juice, pink, raw",39,0.5,,,90,1,0.014
Fruits and Fruit Juices,,"Peach nectar, canned, with added ascorbic acid",54,0.27,0.6,,85.64,7,0.002
Fruits and Fruit Juices,,"Pear nectar, canned, with added ascorbic acid",60,0.11,0.6,,84.01,4,0.001
Fruits and Fruit Juices,,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",166,0.51,,38.83,57,25,0.06
Fruits and Fruit Juices,,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",47,0.14,0.1,,87.9,7,0.018
Fruits and Fruit Juices,,"Jackfruit, canned, syrup pack",92,0.36,0.9,,75.28,11,
Fruits and Fruit Juices,,"Durian, raw or frozen",147,1.47,3.8,,64.99,2,
Fruits and Fruit Juices,,"Tamarind nectar, canned",57,0.09,0.5,12.7,84.97,7,
Vegetables and Vegetable Products,,"Amaranth leaves, raw",23,2.46,,,91.69,20,0.091
Vegetables and Vegetable Products,,"Amaranth leaves, cooked, boiled, drained, without salt",21,2.11,,,91.49,21,0.05
Vegetables and Vegetable Products,,"Arrowhead, raw",99,5.33,,,72.48,22,
Vegetables and Vegetable Products,,"Arrowhead, cooked, boiled, drained, without salt",78,4.49,,,77.08,18,
Vegetables and Vegetable Products,,"Artichokes, (globe or french), frozen, unprepared",38,2.63,3.9,,88.59,47,0.099
Vegetables and Vegetable Products,,"Asparagus, canned, regular pack, solids and liquids",15,1.8,1,,94.32,284,0.044
Vegetables and Vegetable Products,,"Asparagus, frozen, unprepared",24,3.23,1.9,,91.82,8,0.052
Vegetables and Vegetable Products,,"Balsam-pear (bitter gourd), leafy tips, raw",30,5.3,,,89.25,11,
Vegetables and Vegetable Products,,"Balsam-pear (bitter gourd), pods, raw",17,1,2.8,,94.03,5,
Vegetables and Vegetable Products,,"Bamboo shoots, cooked, boiled, drained, without salt",12,1.53,1,,95.92,4,0.051
Vegetables and Vegetable Products,,"Beans, kidney, mature seeds, sprouted, raw",29,4.2,,,90.7,6,0.072
Vegetables and Vegetable Products,,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",33,4.83,,,89.3,7,0.083
Vegetables and Vegetable Products,,"Beans, lima, immature seeds, canned, regular pack, solids and liquids",71,4.07,3.6,,81.17,252,0.066
Vegetables and Vegetable Products,,"Lima beans, immature seeds, frozen, baby, unprepared",132,7.59,6,,65.46,52,0.102
Vegetables and Vegetable Products,,"Mung beans, mature seeds, sprouted, cooked, stir-fried",50,4.3,1.9,,84.3,9,0.039
Vegetables and Vegetable Products,,"Beans, navy, mature seeds, sprouted, raw",67,6.15,,,79.15,13,0.085
Vegetables and Vegetable Products,,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",78,7.07,,,76.02,14,0.098
Vegetables and Vegetable Products,,"Beans, pinto, immature seeds, frozen, unprepared",170,9.8,5.7,,55.8,92,0.061
Vegetables and Vegetable Products,,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",162,9.31,8.6,,58.01,83,0.058
Vegetables and Vegetable Products,,"Beans, snap, canned, all styles, seasoned, solids and liquids",16,0.83,1.5,,94.3,373,0.045
Vegetables and Vegetable Products,,"Broadbeans, immature seeds, raw",72,5.6,4.2,,81,50,0.138
Vegetables and Vegetable Products,,"Broadbeans, immature seeds, cooked, boiled, drained, without salt",62,4.8,3.6,,83.7,41,0.142
Vegetables and Vegetable Products,,"Brussels sprouts, frozen, unprepared",41,3.78,3.8,,87.07,10,0.084
Vegetables and Vegetable Products,,"Butterbur, (fuki), raw",14,0.39,,,94.5,7,
Vegetables and Vegetable Products,,"Butterbur, cooked, boiled, drained, without salt",8,0.23,,,96.7,4,
Vegetables and Vegetable Products,,"Butterbur, canned",3,0.11,,,97.92,4,
Vegetables and Vegetable Products,,"Cabbage, savoy, cooked, boiled, drained, without salt",24,1.8,2.8,,92,24,0.012
Vegetables and Vegetable Products,,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",14,1.5,1.7,,95.24,9,0.036
Vegetables and Vegetable Products,,"Cardoon, raw",17,0.7,1.6,,94,170,0.011
Vegetables and Vegetable Products,,"Cardoon, cooked, boiled, drained, without salt",22,0.76,1.7,,93.46,176,0.012
Vegetables and Vegetable Products,,"Celeriac, cooked, boiled, drained, without salt",27,0.96,1.2,,92.3,61,
Vegetables and Vegetable Products,,"Celtuce, raw",18,0.85,1.7,,94.5,11,
Vegetables and Vegetable Products,,"Chayote, fruit, cooked, boiled, drained, without salt",24,0.62,2.8,,93.43,1,0.086
Vegetables and Vegetable Products,,"Chicory, witloof, raw",17,0.9,3.1,,94.52,2,0.024
Vegetables and Vegetable Products,,"Chrysanthemum, garland, raw",24,3.36,3,,91.4,118,
Vegetables and Vegetable Products,,"Collards, frozen, chopped, unprepared",33,2.69,3.6,,89.53,48,0.048
Vegetables and Vegetable Products,,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",74,2.18,,,82.8,163,0.219
Vegetables and Vegetable Products,,"Corn with red and green peppers, canned, solids and liquids",75,2.33,,,77.5,347,0.085
Vegetables and Vegetable Products,,"Cornsalad, raw",21,2,,,92.8,4,
Vegetables and Vegetable Products,,"Cowpeas (blackeyes), immature seeds, frozen, unprepared",139,8.98,5,,64.15,6,0.185
Vegetables and Vegetable Products,,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",34,2.6,,,89.5,3,0.079
Vegetables and Vegetable Products,,"Yardlong bean, raw",47,2.8,,,87.85,4,0.105
Vegetables and Vegetable Products,,"Yardlong bean, cooked, boiled, drained, without salt",47,2.53,,,87.47,4,0.026
Vegetables and Vegetable Products,,"Cowpeas, leafy tips, raw",29,4.1,,,89.78,7,0.066
Vegetables and Vegetable Products,,"Cowpeas, leafy tips, cooked, boiled, drained, without salt",22,4.67,,,91.3,6,0.026
Vegetables and Vegetable Products,,"Gourd, white-flowered (calabash), raw",14,0.62,0.5,,95.54,2,0.002
Vegetables and Vegetable Products,,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",15,0.6,1.2,,95.32,2,0.002
Vegetables and Vegetable Products,,"Drumstick leaves, raw",64,9.4,2,,78.66,9,
Vegetables and Vegetable Products,,"Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",50,2.95,,,86.9,2,0.119
Vegetables and Vegetable Products,,"Jew's ear, (pepeao), raw",25,0.48,,,92.59,9,
Vegetables and Vegetable Products,,"Pepeao, dried",298,4.82,,,11.14,70,
Vegetables and Vegetable Products,,"Jute, potherb, raw",34,4.65,,,87.72,8,0.038
Vegetables and Vegetable Products,,"Kale, raw",49,4.28,,,84.04,38,0.091
Vegetables and Vegetable Products,,"Kale, frozen, unprepared",28,2.66,2,,91.12,15,0.059
Vegetables and Vegetable Products,,"Kanpyo, (dried gourd strips)",258,8.58,9.8,,19.97,15,0.045
Vegetables and Vegetable Products,,"Lambsquarters, raw",43,4.2,4,,84.3,43,0.059
Vegetables and Vegetable Products,,"Lentils, sprouted, raw",106,8.96,,,67.34,11,0.057
Vegetables and Vegetable Products,,"Lentils, sprouted, cooked, stir-fried, without salt",101,8.8,,,68.7,10,0.053
Vegetables and Vegetable Products,,"Lotus root, raw",74,2.6,4.9,,79.1,40,0.03
Vegetables and Vegetable Products,,"Mountain yam, hawaii, cooked, steamed, without salt",82,1.73,,,77.14,12,0.018
Vegetables and Vegetable Products,,"Mustard greens, frozen, unprepared",20,2.49,3.3,,93.21,29,0.014
Vegetables and Vegetable Products,,"Mustard spinach, (tendergreen), raw",22,2.2,2.8,,92.2,21,0.015
Vegetables and Vegetable Products,,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",16,1.7,2,,94.5,14,
Vegetables and Vegetable Products,,"Onions, frozen, chopped, unprepared",29,0.79,1.8,,91.99,12,0.017
Vegetables and Vegetable Products,,"Onions, sweet, raw",32,0.8,0.9,5.02,91.24,8,
Vegetables and Vegetable Products,,"Onion rings, breaded, par fried, frozen, unprepared",258,3.15,1.8,,51.22,246,4.534
Vegetables and Vegetable Products,,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",407,5.34,1.3,,28.5,375,8.585
Vegetables and Vegetable Products,,"Peas, edible-podded, frozen, unprepared",42,2.8,3.1,,89.3,4,0.058
Vegetables and Vegetable Products,,"Peas, green, canned, seasoned, solids and liquids",50,3.09,2,,86.51,254,0.048
Vegetables and Vegetable Products,,"Peas, green, canned, drained solids, rinsed in tap water",71,4.33,,,81.89,231,0.17
Vegetables and Vegetable Products,,"Peas, mature seeds, sprouted, raw",124,8.8,,,62.27,20,0.124
Vegetables and Vegetable Products,,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",98,7.05,,,74.37,3,0.09
Vegetables and Vegetable Products,,"Peas and carrots, canned, regular pack, solids and liquids",38,2.17,2,,88.15,260,0.049
Vegetables and Vegetable Products,,"Peas and carrots, frozen, unprepared",53,3.4,3.4,,84.36,79,0.084
Vegetables and Vegetable Products,,"Peas and onions, canned, solids and liquids",51,3.28,2.3,,86.4,442,0.068
Vegetables and Vegetable Products,,"Peas and onions, frozen, unprepared",70,3.98,3.5,,81.5,61,0.057
Vegetables and Vegetable Products,,"Peppers, sweet, green, canned, solids and liquids",18,0.8,1.2,,91.25,1369,0.045
Vegetables and Vegetable Products,,"Peppers, sweet, green, frozen, chopped, unprepared",20,1.08,1.6,,93.96,5,0.031
Vegetables and Vegetable Products,,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",18,0.95,0.9,,94.7,4,0.027
Vegetables and Vegetable Products,,"Pokeberry shoots, (poke), raw",23,2.6,1.7,,91.6,23,
Vegetables and Vegetable Products,,"Potatoes, raw, skin",58,2.57,2.5,,83.29,10,0.026
Vegetables and Vegetable Products,,"Potatoes, boiled, cooked in skin, skin, without salt",78,2.86,3.3,,77.8,14,0.026
Vegetables and Vegetable Products,,"Potatoes, microwaved, cooked in skin, flesh, without salt",100,2.1,1.6,,73.55,7,0.026
Vegetables and Vegetable Products,,"Potatoes, microwaved, cooked in skin, skin, without salt",132,4.39,5.5,,63.5,16,0.026
Vegetables and Vegetable Products,,"Potatoes, canned, solids and liquids",44,1.2,1.4,,87.83,217,0.029
Vegetables and Vegetable Products,,"Potatoes, canned, drained solids",60,1.41,2.3,,84.28,219,0.054
Vegetables and Vegetable Products,,"Potatoes, o'brien, frozen, prepared",204,2.22,1.7,,61.96,43,3.313
Vegetables and Vegetable Products,,"Potatoes, frozen, whole, cooked, boiled, drained, without salt",65,1.98,1.4,,82.8,20,0.034
Vegetables and Vegetable Products,,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",153,2.42,3,,66.82,32,2.743
Vegetables and Vegetable Products,,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",218,3.44,3.2,,52.9,45,3.894
Vegetables and Vegetable Products,,"Potatoes, frozen, french fried, par fried, extruded, unprepared",260,2.83,4.5,,49.94,490,4.544
Vegetables and Vegetable Products,,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",333,3.55,3.2,,35.4,613,5.96
Vegetables and Vegetable Products,,"Pumpkin flowers, raw",15,1.03,,,95.15,5,0.036
Vegetables and Vegetable Products,,"Pumpkin leaves, raw",19,3.15,,,92.88,11,0.207
Vegetables and Vegetable Products,,"Pumpkin pie mix, canned",104,1.09,8.3,,71.49,208,0.065
Vegetables and Vegetable Products,,"Purslane, raw",20,2.03,,,92.86,45,
Vegetables and Vegetable Products,,"Purslane, cooked, boiled, drained, without salt",18,1.49,,,93.52,44,
Vegetables and Vegetable Products,,"Salsify, (vegetable oyster), raw",82,3.3,3.3,,77,20,
Vegetables and Vegetable Products,,"Sesbania flower, raw",27,1.28,,,91.58,15,
Vegetables and Vegetable Products,,"Sesbania flower, cooked, steamed, without salt",22,1.14,,,93.3,11,
Vegetables and Vegetable Products,,"Soybeans, green, raw",147,12.95,4.2,,67.5,15,0.786
Vegetables and Vegetable Products,,"Soybeans, green, cooked, boiled, drained, without salt",141,12.35,4.2,,68.6,14,0.74
Vegetables and Vegetable Products,,"Soybeans, mature seeds, sprouted, raw",122,13.09,1.1,,69.05,14,0.929
Vegetables and Vegetable Products,,"Soybeans, mature seeds, sprouted, cooked, stir-fried",125,13.1,0.8,,67.2,14,0.985
Vegetables and Vegetable Products,,"Spinach, canned, regular pack, solids and liquids",19,2.11,1.6,,93.22,319,0.06
Vegetables and Vegetable Products,,"Squash, summer, crookneck and straightneck, frozen, unprepared",20,0.83,1.2,,93.66,5,0.029
Vegetables and Vegetable Products,,"Squash, summer, zucchini, italian style, canned",29,1.03,,,90.61,374,0.023
Vegetables and Vegetable Products,,"Squash, winter, acorn, raw",40,0.8,1.5,,87.78,3,0.021
Vegetables and Vegetable Products,,"Squash, winter, acorn, cooked, baked, without salt",56,1.12,4.4,,82.9,4,0.029
Vegetables and Vegetable Products,,"Squash, winter, acorn, cooked, boiled, mashed, without salt",34,0.67,2.6,,89.7,3,0.017
Vegetables and Vegetable Products,,"Squash, winter, butternut, frozen, cooked, boiled, without salt",39,1.23,,,87.8,2,0.014
Vegetables and Vegetable Products,,"Succotash, (corn and limas), raw",99,5.03,3.8,,73.1,4,0.19
Vegetables and Vegetable Products,,"Succotash, (corn and limas), cooked, boiled, drained, without salt",115,5.07,4.5,,68.37,17,0.148
Vegetables and Vegetable Products,,"Succotash, (corn and limas), canned, with cream style corn",77,2.64,3,,78.17,245,0.101
Vegetables and Vegetable Products,,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",63,2.6,2.6,,81.96,221,0.092
Vegetables and Vegetable Products,,"Succotash, (corn and limas), frozen, unprepared",93,4.31,4,,74.11,45,0.166
Vegetables and Vegetable Products,,"Swamp cabbage, (skunk cabbage), raw",19,2.6,2.1,,92.47,113,
Vegetables and Vegetable Products,,"Swamp cabbage, cooked, boiled, drained, without salt",20,2.08,1.9,,92.93,122,0.039
Vegetables and Vegetable Products,,"Sweet potato leaves, raw",42,2.49,5.3,,86.81,6,0.111
Vegetables and Vegetable Products,,"Sweet potato, frozen, unprepared",96,1.71,1.7,,74.89,6,0.039
Vegetables and Vegetable Products,,"Taro leaves, cooked, steamed, without salt",24,2.72,2,,92.15,2,0.083
Vegetables and Vegetable Products,,"Taro shoots, raw",11,0.92,,,95.82,1,0.018
Vegetables and Vegetable Products,,"Taro shoots, cooked, without salt",14,0.73,,,95.3,2,0.016
Vegetables and Vegetable Products,,"Taro, tahitian, raw",44,2.79,,,87.96,50,0.197
Vegetables and Vegetable Products,,"Taro, tahitian, cooked, without salt",44,4.16,,,86.46,54,0.139
Vegetables and Vegetable Products,,"Tomatoes, red, ripe, canned, with green chilies",15,0.69,,,94.23,401,0.011
Vegetables and Vegetable Products,,"Tomato products, canned, sauce, with onions",42,1.56,1.8,,86.09,551,0.03
Vegetables and Vegetable Products,,"Tomato products, canned, sauce, with tomato tidbits",32,1.32,1.4,,89.09,15,0.055
Vegetables and Vegetable Products,,"Tree fern, cooked, without salt",40,0.29,3.7,,88.6,5,0.009
Vegetables and Vegetable Products,,"Turnips, frozen, unprepared",16,1.04,1.8,,95.67,25,0.017
Vegetables and Vegetable Products,,"Turnip greens, canned, solids and liquids",14,1.36,1.7,,94.69,277,0.07
Vegetables and Vegetable Products,,"Turnip greens, frozen, unprepared",22,2.47,2.5,,92.93,12,0.073
Vegetables and Vegetable Products,,"Turnip greens and turnips, frozen, unprepared",21,2.46,2.4,,93.13,18,0.032
Vegetables and Vegetable Products,,"Vegetables, mixed, canned, solids and liquids",36,1.42,3.8,,90.24,224,0.051
Vegetables and Vegetable Products,,"Vegetables, mixed, frozen, unprepared",64,3.33,4,,82.08,47,0.098
Vegetables and Vegetable Products,,"Vinespinach, (basella), raw",19,1.8,,,93.1,24,
Vegetables and Vegetable Products,,"Waxgourd, (chinese preserving melon), raw",13,0.4,2.9,,96.1,111,0.016
Vegetables and Vegetable Products,,"Winged beans, immature seeds, raw",49,6.95,,,87.04,4,0.238
Vegetables and Vegetable Products,,"Winged beans, immature seeds, cooked, boiled, drained, without salt",38,5.31,,,90.11,4,0.181
Vegetables and Vegetable Products,,"Winged bean leaves, raw",74,5.85,,,76.85,9,0.272
Vegetables and Vegetable Products,,"Winged bean tuber, raw",148,11.6,,,57.4,35,0.222
Vegetables and Vegetable Products,,"Yambean (jicama), cooked, boiled, drained, without salt",38,0.72,,,90.07,4,
Vegetables and Vegetable Products,,"Beets, harvard, canned, solids and liquids",73,0.84,2.5,,80.16,162,0.009
Vegetables and Vegetable Products,,"Borage, raw",21,1.8,,,93,80,0.17
Vegetables and Vegetable Products,,"Borage, cooked, boiled, drained, without salt",25,2.09,,,91.88,88,0.197
Vegetables and Vegetable Products,,"Chives, freeze-dried",311,21.2,26.2,,2,70,0.591
Vegetables and Vegetable Products,,"Dock, raw",22,2,2.9,,93,4,
Vegetables and Vegetable Products,,"Dock, cooked, boiled, drained, without salt",20,1.83,2.6,,93.6,3,
Vegetables and Vegetable Products,,"Eppaw, raw",150,4.6,,,60,12,
Vegetables and Vegetable Products,,"Drumstick pods, raw",37,2.1,3.2,,88.2,42,0.033
Vegetables and Vegetable Products,,"Drumstick pods, cooked, boiled, drained, without salt",36,2.09,4.2,,88.42,43,0.031
Vegetables and Vegetable Products,,"Kale, scotch, raw",42,2.8,1.7,,87,70,0.078
Vegetables and Vegetable Products,,"Kale, scotch, cooked, boiled, drained, without salt",28,1.9,1.2,,91.2,45,0.053
Vegetables and Vegetable Products,,"Leeks, (bulb and lower-leaf portion), freeze-dried",321,15.2,10.4,,2,35,0.279
Vegetables and Vegetable Products,,"Parsley, freeze-dried",271,31.3,32.7,,2,391,
Vegetables and Vegetable Products,,"Radishes, white icicle, raw",14,1.1,1.4,,95.37,16,0.03
Vegetables and Vegetable Products,,"Tomato products, canned, sauce, spanish style",33,1.44,1.4,,89.08,472,0.038
Vegetables and Vegetable Products,,"Beans, pinto, mature seeds, sprouted, raw",62,5.25,,,81.3,153,0.109
Vegetables and Vegetable Products,,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",22,1.86,,,93.39,51,0.039
Vegetables and Vegetable Products,,"Tomatoes, red, ripe, cooked, stewed",79,1.96,1.7,,80.63,455,0.521
Vegetables and Vegetable Products,,"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",105,2.44,2.3,,72.04,8,0.026
Vegetables and Vegetable Products,,"Radish seeds, sprouted, raw",43,3.81,,,90.07,6,0.767
Vegetables and Vegetable Products,,"Tomatoes, orange, raw",16,1.16,0.9,,94.78,42,0.025
Vegetables and Vegetable Products,,"Tomatoes, yellow, raw",15,0.98,0.7,,95.28,23,0.036
Vegetables and Vegetable Products,,"Arrowroot, raw",65,4.24,1.3,,80.75,26,0.039
Vegetables and Vegetable Products,,"Chrysanthemum leaves, raw",24,3.36,3,,91.4,118,
Vegetables and Vegetable Products,,"Beans, snap, yellow, raw",31,1.82,3.4,,90.27,6,0.026
Vegetables and Vegetable Products,,"Beans, snap, green, canned, no salt added, solids and liquids",15,0.8,1.5,,94.68,14,0.023
Vegetables and Vegetable Products,,"Beans, snap, yellow, canned, regular pack, solids and liquids",15,0.8,1.5,,94.68,259,0.023
Vegetables and Vegetable Products,,"Beans, snap, yellow, canned, no salt added, solids and liquids",15,0.8,1.5,,94.68,14,0.023
Vegetables and Vegetable Products,,"Beans, snap, yellow, frozen, all styles, unprepared",33,1.8,2.8,,89.88,3,0.047
Vegetables and Vegetable Products,,"Broccoli, leaves, raw",28,2.98,,,90.69,27,0.054
Vegetables and Vegetable Products,,"Broccoli, flower clusters, raw",28,2.98,,,90.69,27,0.054
Vegetables and Vegetable Products,,"Broccoli, stalks, raw",28,2.98,,,90.69,27,0.054
Vegetables and Vegetable Products,,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",24,1.21,2.3,,92.52,18,0.023
Vegetables and Vegetable Products,,"Cabbage, common (danish, domestic, and pointed types), stored, raw",24,1.21,2.3,,92.52,18,0.023
Vegetables and Vegetable Products,,"Potatoes, microwaved, cooked, in skin, skin with salt",132,4.39,5.5,,63.5,252,0.026
Vegetables and Vegetable Products,,"Spinach, canned, no salt added, solids and liquids",19,2.11,2.2,,93.22,75,0.06
Vegetables and Vegetable Products,,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",64,1.95,1.7,,81.34,213,0.077
Vegetables and Vegetable Products,,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",64,1.95,0.7,,81.34,12,0.077
Vegetables and Vegetable Products,,"Corn, sweet, white, canned, vacuum pack, regular pack",79,2.41,2,,76.58,272,0.077
Vegetables and Vegetable Products,,"Corn, sweet, white, canned, vacuum pack, no salt added",79,2.41,2,,76.58,3,0.077
Vegetables and Vegetable Products,,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",88,3.02,2.4,,74.92,3,0.119
Vegetables and Vegetable Products,,"Corn, sweet, white, frozen, kernels on cob, unprepared",98,3.28,2.8,,71.79,5,0.12
Vegetables and Vegetable Products,,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",94,3.11,2.1,,73.2,4,0.114
Vegetables and Vegetable Products,,"Peppers, sweet, red, canned, solids and liquids",18,0.8,1.2,,91.25,1369,0.045
Vegetables and Vegetable Products,,"Pickle relish, hot dog",91,1.5,1.5,,71.65,1091,0.044
Vegetables and Vegetable Products,,"Peppers, sweet, yellow, raw",27,1,0.9,,92.02,2,0.031
Vegetables and Vegetable Products,,"Squash, zucchini, baby, raw",21,2.71,1.1,,92.73,3,0.083
Vegetables and Vegetable Products,,"Tomatoes, sun-dried, packed in oil, drained",213,5.06,5.8,,53.83,266,1.893
Vegetables and Vegetable Products,,"Fennel, bulb, raw",31,1.24,3.1,,90.21,52,
Vegetables and Vegetable Products,,"Pickle relish, hamburger",129,0.63,3.2,,61.12,1096,0.052
Vegetables and Vegetable Products,,"Hearts of palm, canned",28,2.52,2.4,,90.2,426,0.13
Vegetables and Vegetable Products,,"Cauliflower, green, cooked, no salt added",32,3.04,3.3,,89.47,23,0.049
Vegetables and Vegetable Products,,"Cabbage, napa, cooked",12,1.1,,,96.33,11,
Vegetables and Vegetable Products,,"Lemon grass (citronella), raw",99,1.82,,,70.58,6,0.119
Vegetables and Vegetable Products,,"Grape leaves, canned",69,4.27,9.9,,76.1,2853,0.312
Vegetables and Vegetable Products,,"Peppers, ancho, dried",281,11.86,21.6,,22.63,43,0.82
Vegetables and Vegetable Products,,"Peppers, chili, green, canned",21,0.72,1.7,,93.25,397,0.028
Vegetables and Vegetable Products,,"Peppers, pasilla, dried",345,12.35,26.8,,14.84,89,
Vegetables and Vegetable Products,,"Epazote, raw",32,0.33,3.8,,89.21,43,
Vegetables and Vegetable Products,,"Fireweed, leaves, raw",103,4.71,10.6,,70.78,34,
Vegetables and Vegetable Products,,"Malabar spinach, cooked",23,2.98,2.1,,92.5,55,
Vegetables and Vegetable Products,,"Fungi, Cloud ears, dried",284,9.25,70.1,,14.8,35,
Vegetables and Vegetable Products,,"Mushrooms, straw, canned, drained solids",32,3.83,2.5,,89.88,384,0.089
Vegetables and Vegetable Products,,"Wasabi, root, raw",109,4.8,7.8,,69.11,17,
Vegetables and Vegetable Products,,"Yautia (tannier), raw",98,1.46,1.5,,73.06,21,0.082
Vegetables and Vegetable Products,,"Fiddlehead ferns, raw",34,4.55,,,88.68,1,
Vegetables and Vegetable Products,,"Fiddlehead ferns, frozen, unprepared",34,4.31,,,88.91,0,
Nut and Seed Products,,"Seeds, breadfruit seeds, raw",191,7.4,5.2,,56.27,25,1.509
Nut and Seed Products,,"Seeds, breadfruit seeds, boiled",168,5.3,4.8,,59.3,23,0.621
Nut and Seed Products,,"Seeds, breadnut tree seeds, raw",217,5.97,,,45,31,0.267
Nut and Seed Products,,"Seeds, breadnut tree seeds, dried",367,8.62,14.9,,6.5,53,0.454
Nut and Seed Products,,"Seeds, chia seeds, dried",486,16.54,34.4,,5.8,16,3.33
Nut and Seed Products,,"Seeds, cottonseed flour, partially defatted (glandless)",359,40.96,3,,6.3,35,1.588
